2022-11-13 17:53,2022-11-13 18:23,medium
2022-10-29 09:47,2022-10-29 10:17,full-size
2022-10-31 07:19,2022-10-31 09:19,class 2 truck
2022-11-30 16:03,2022-11-30 16:33,compact
2022-10-12 18:22,2022-10-12 19:22,class 1 truck
2022-10-17 07:49,2022-10-17 08:49,class 1 truck
2022-10-11 17:47,2022-10-11 18:47,class 1 truck
2022-11-06 18:30,2022-11-06 19:00,compact
2022-11-07 12:50,2022-11-07 13:20,compact
2022-10-26 18:30,2022-10-26 19:30,class 1 truck
2022-10-06 12:50,2022-10-06 13:50,class 1 truck
2022-11-16 07:32,2022-11-16 08:32,class 1 truck
2022-11-22 07:04,2022-11-22 07:34,compact
2022-10-13 13:05,2022-10-13 13:35,medium
2022-11-29 07:04,2022-11-29 08:04,class 1 truck
2022-10-16 17:32,2022-10-16 19:32,class 2 truck
2022-10-17 08:13,2022-10-17 09:13,class 1 truck
2022-10-12 18:03,2022-10-12 18:33,full-size
2022-11-14 17:56,2022-11-14 18:26,compact
2022-10-02 15:21,2022-10-02 15:51,compact
2022-11-09 17:59,2022-11-09 18:29,medium
2022-10-11 10:09,2022-10-11 10:39,compact
2022-11-24 07:31,2022-11-24 08:01,medium
2022-11-21 18:30,2022-11-21 19:00,medium
2022-10-24 14:35,2022-10-24 15:05,medium
2022-11-20 10:35,2022-11-20 11:05,medium
2022-10-29 13:56,2022-10-29 14:26,medium
2022-10-09 14:41,2022-10-09 15:11,full-size
2022-10-17 09:20,2022-10-17 10:20,class 1 truck
2022-11-28 13:17,2022-11-28 13:47,medium
2022-10-21 18:11,2022-10-21 18:41,full-size
2022-11-15 12:30,2022-11-15 14:30,class 2 truck
2022-11-07 07:56,2022-11-07 09:56,class 2 truck
2022-10-08 07:03,2022-10-08 08:03,class 1 truck
2022-10-29 07:19,2022-10-29 07:49,medium
2022-10-31 11:14,2022-10-31 13:14,class 2 truck
2022-11-21 15:48,2022-11-21 16:18,compact
2022-11-12 17:43,2022-11-12 18:13,medium
2022-10-31 16:23,2022-10-31 16:53,medium
2022-10-26 17:52,2022-10-26 18:22,compact
2022-10-11 07:41,2022-10-11 08:41,class 1 truck
2022-11-15 15:48,2022-11-15 16:18,compact
2022-10-03 15:55,2022-10-03 16:25,full-size
2022-11-20 07:25,2022-11-20 07:55,medium
2022-10-08 07:25,2022-10-08 07:55,full-size
2022-10-07 07:34,2022-10-07 08:04,compact
2022-10-29 07:18,2022-10-29 07:48,compact
2022-10-05 14:52,2022-10-05 15:52,class 1 truck
2022-11-04 07:52,2022-11-04 08:52,class 1 truck
2022-11-28 07:08,2022-11-28 07:38,compact
2022-10-03 18:01,2022-10-03 19:01,class 1 truck
2022-11-26 09:56,2022-11-26 10:56,class 1 truck
2022-10-11 18:05,2022-10-11 19:05,class 1 truck
2022-11-28 07:25,2022-11-28 07:55,medium
2022-10-27 07:07,2022-10-27 08:07,class 1 truck
2022-11-04 18:27,2022-11-04 18:57,full-size
2022-10-22 08:24,2022-10-22 08:54,medium
2022-10-08 18:23,2022-10-08 18:53,medium
2022-11-02 07:40,2022-11-02 08:10,compact
2022-10-08 09:59,2022-10-08 10:29,full-size
2022-10-27 07:09,2022-10-27 08:09,class 1 truck
2022-10-28 17:02,2022-10-28 18:02,class 1 truck
2022-10-18 18:30,2022-10-18 19:00,compact
2022-11-11 07:12,2022-11-11 08:12,class 1 truck
2022-10-31 18:30,2022-10-31 19:00,compact
2022-10-24 07:57,2022-10-24 08:27,full-size
2022-10-07 18:22,2022-10-07 18:52,full-size
2022-10-22 07:28,2022-10-22 08:28,class 1 truck
2022-11-01 07:05,2022-11-01 09:05,class 2 truck
2022-10-28 07:51,2022-10-28 08:21,medium
2022-10-27 14:49,2022-10-27 15:19,full-size
2022-10-29 18:14,2022-10-29 18:44,full-size
2022-11-21 07:59,2022-11-21 08:29,compact
2022-10-21 11:37,2022-10-21 12:07,medium
2022-11-03 07:59,2022-11-03 08:59,class 1 truck
2022-10-01 16:50,2022-10-01 17:20,medium
2022-10-28 07:03,2022-10-28 08:03,class 1 truck
2022-10-11 07:44,2022-10-11 08:14,full-size
2022-11-01 07:53,2022-11-01 08:23,medium
2022-10-06 16:23,2022-10-06 16:53,compact
2022-10-02 09:35,2022-10-02 10:35,class 1 truck
2022-11-24 08:53,2022-11-24 09:23,full-size
2022-11-03 07:27,2022-11-03 08:27,class 1 truck
2022-10-21 11:21,2022-10-21 11:51,medium
2022-11-17 14:35,2022-11-17 15:35,class 1 truck
2022-11-18 18:30,2022-11-18 19:00,full-size
2022-11-02 07:52,2022-11-02 09:52,class 2 truck
2022-11-07 16:34,2022-11-07 17:04,medium
2022-10-24 18:30,2022-10-24 19:00,medium
2022-11-09 13:53,2022-11-09 15:53,class 2 truck
2022-11-27 07:45,2022-11-27 08:15,full-size
2022-11-09 07:01,2022-11-09 07:31,medium
2022-10-27 12:16,2022-10-27 13:16,class 1 truck
2022-11-06 18:04,2022-11-06 18:34,medium
2022-10-23 07:26,2022-10-23 07:56,compact
2022-10-26 07:07,2022-10-26 08:07,class 1 truck
2022-10-20 14:36,2022-10-20 15:06,compact
2022-10-19 16:12,2022-10-19 16:42,medium
2022-11-03 13:09,2022-11-03 14:09,class 1 truck
2022-11-20 07:38,2022-11-20 08:08,medium
2022-10-30 18:09,2022-10-30 18:39,compact
2022-11-19 07:51,2022-11-19 08:21,full-size
2022-10-17 17:47,2022-10-17 19:47,class 2 truck
2022-10-20 17:42,2022-10-20 19:42,class 2 truck
2022-11-08 18:03,2022-11-08 18:33,medium
2022-11-30 15:39,2022-11-30 17:39,class 2 truck
2022-10-01 08:56,2022-10-01 09:26,full-size
2022-11-07 18:30,2022-11-07 19:00,medium
2022-11-14 12:00,2022-11-14 13:00,class 1 truck
2022-10-11 08:25,2022-10-11 09:25,class 1 truck
2022-10-05 10:36,2022-10-05 11:06,medium
2022-10-17 17:45,2022-10-17 18:15,compact
2022-11-01 18:30,2022-11-01 19:30,class 1 truck
2022-10-12 18:30,2022-10-12 19:00,compact
2022-11-09 14:40,2022-11-09 16:40,class 2 truck
2022-10-21 07:12,2022-10-21 07:42,full-size
2022-10-10 15:31,2022-10-10 16:01,medium
2022-11-10 07:05,2022-11-10 07:35,compact
2022-10-30 07:04,2022-10-30 08:04,class 1 truck
2022-11-18 18:16,2022-11-18 18:46,medium
2022-10-27 07:36,2022-10-27 08:06,full-size
2022-11-04 07:07,2022-11-04 07:37,full-size
2022-10-25 09:12,2022-10-25 09:42,compact
2022-11-20 13:09,2022-11-20 13:39,medium
2022-10-09 07:00,2022-10-09 07:30,compact
2022-10-30 18:30,2022-10-30 19:30,class 1 truck
2022-10-07 07:25,2022-10-07 07:55,medium
2022-10-16 07:56,2022-10-16 08:26,medium
2022-11-11 07:43,2022-11-11 08:13,compact
2022-10-22 18:30,2022-10-22 19:30,class 1 truck
2022-10-20 10:26,2022-10-20 12:26,class 2 truck
2022-10-28 18:29,2022-10-28 18:59,compact
2022-10-21 10:55,2022-10-21 11:25,full-size
2022-10-05 18:16,2022-10-05 19:16,class 1 truck
2022-10-06 08:17,2022-10-06 08:47,compact
2022-11-28 10:56,2022-11-28 11:26,medium
2022-10-08 17:49,2022-10-08 18:49,class 1 truck
2022-10-28 11:24,2022-10-28 11:54,full-size
2022-10-12 18:30,2022-10-12 19:30,class 1 truck
2022-11-08 18:30,2022-11-08 19:30,class 1 truck
2022-11-27 07:52,2022-11-27 08:22,compact
2022-10-22 07:25,2022-10-22 08:25,class 1 truck
2022-10-29 18:30,2022-10-29 19:00,full-size
2022-11-08 08:54,2022-11-08 09:24,medium
2022-11-12 18:30,2022-11-12 19:00,full-size
2022-11-03 07:50,2022-11-03 08:20,compact
2022-11-25 17:52,2022-11-25 18:22,full-size
2022-10-26 18:30,2022-10-26 19:00,full-size
2022-10-26 08:56,2022-10-26 09:26,compact
2022-10-22 14:46,2022-10-22 15:46,class 1 truck
2022-11-30 15:00,2022-11-30 15:30,full-size
2022-11-18 07:36,2022-11-18 08:06,medium
2022-11-24 18:08,2022-11-24 18:38,medium
2022-10-15 12:40,2022-10-15 13:40,class 1 truck
2022-11-17 07:52,2022-11-17 08:52,class 1 truck
2022-11-25 18:04,2022-11-25 18:34,medium
2022-11-15 18:30,2022-11-15 19:00,medium
2022-10-12 07:44,2022-10-12 08:44,class 1 truck
2022-10-24 07:58,2022-10-24 08:58,class 1 truck
2022-11-26 08:33,2022-11-26 09:03,medium
2022-10-19 09:09,2022-10-19 11:09,class 2 truck
